股票代码,简称,公司法定中文名称,公司法定代表人,公司注册地址,公司办公地址邮政编码,公司国际互联网网址,公司董事会秘书姓名,公司董事会秘书电话,公司董事会秘书电子信箱,报告期末股东总数,每10股送红股数,每10股派息数（含税）,每10股转增数,本期营业收入(元),本期营业利润(元),利润总额(元),归属于上市公司股东的净利润(元),归属于上市公司股东的扣除非经常性损益的净利润(元),经营活动产生的现金流量净额(元),总资产(元),所有者权益（或股东权益）(元),基本每股收益(元/股),稀释每股收益(元/股),扣除非经常性损益后的基本每股收益(元/股),全面摊薄净资产收益率（%）,加权平均净资产收益率（%）,扣除非经常性损益后全面摊薄净资产收益率（%）,扣除非经常性损益后的加权平均净资产收益率（%）,每股经营活动产生的现金流量净额(元/股),归属于上市公司股东的每股净资产（元/股）
600207,安彩高科,"河南安彩高科股份有限公司","蔡志端","河南省安阳市中州路南段","455000","http//:www.acht.com.cn","李明","0372?3732533","achtzqb@acbc.com.cn","35,724","0","0","0","1,363,577,568.5","0","0","-345,856,849.45","-334,447,177.75","-202,758,797.97","2,427,896,046.92","36,182,046.08","-0.79","-0.79","-0.76","0","-165.39","0","-159.94","0","0"
600208,新湖中宝,"新湖中宝股份有限公司","林俊波","浙江省嘉兴市中山路禾兴路口","310007","www.600208.net","虞迪锋","0571-87395003","yudf@600208.net","99,767","0","0.61","0","9,908,655,442.57","0","0","2,309,431,581.17","1,891,990,904.44","-115,774,182.96","46,459,599,769.13","12,572,878,926.99","0.37","0.37","0.3","0","20.85","0","17.08","0","0"
600209,罗顿发展,"罗顿发展股份有限公司","高松先生","海南省海口市人民大道68号","570208","http://www.lawtonfz.com.cn","韦胜杭","0898-66258868","golden@public.hk.hi.cn","59,544","0","0.04","0","333,484,296.02","0","0","1,657,164.52","931,828.05","102,455,841.35","1,166,796,600.18","685,655,346.04","0","0","0","0","0.24","0","0.14","0","0"
600210,紫江企业,"上海紫江企业集团股份有限公司","沈雯","上海市莘庄工业区申富路618号","200336","http：//www.zijiangqy.com","高军","021-62377118","zijiangqy@zijiangqy.com","178,686","0","1","0","8,056,893,842.5","0","0","161,804,560.85","132,822,767.1","1,120,445,283.37","10,279,633,419.37","3,622,015,612.71","0.11","0.11","0.09","0","4.35","0","3.57","0","0"
600211,西藏药业,"西藏诺迪康药业股份有限公司","陈达彬","西藏拉萨市北京中路93号","850000","www.xzyy.cn","刘岚","0891-6835752/028-86653915","zqb@xzyy.cn","24,162","0","0.7","0","1,221,385,421.83","0","0","30,530,181.14","22,760,147.66","56,200,572.34","845,150,699.49","371,641,441.92","0.21","0.21","0.16","0","8.58","0","6.4","0","0"
600212,江泉实业,"山东江泉实业股份有限公司","连德团","山东省临沂市罗庄区工业街东段","276017","www.jiangquan.com.cn","王广勇","0539-7100051","wang600212@126.com","70,502","0","0","0","716,493,716.41","0","0","-55,757,020.7","-56,254,409.39","72,987,490.86","1,153,932,630.58","1,004,593,474.3","-0.11","-0.11","-0.11","0","-5.4","0","-5.45","0","0"
600213,亚星客车,"扬州亚星客车股份有限公司","金长山","江苏省扬州市渡江南路41号","225001","http://www.yaxingkeche.com.cn","刘竹金","0514-82989118","liuzhujin@yaxingkeche.com.cn","17,413","0","0","0","995,916,313.45","0","0","5,911,073.78","-22,460,290.27","-91,998,612.56","1,182,096,249","185,091,283.1","0.03","0.03","-0.1","0","3.26","0","-12.37","0","0"
600215,长春经开,"长春经开（集团）股份有限公司","陈平","长春市自由大路5188号","130031","http://www.ccjk600215.com","王昱人","0431-84644225","ccjk_600215@163.com","43,768","0","0.1","0","301,971,223.26","0","0","9,993,743.12","10,150,340.35","-576,962,460.58","4,455,002,800.52","2,406,343,504.84","0.02","0.02","0.02","0","0.42","0","0.42","0","0"
600216,浙江医药,"浙江医药股份有限公司","李春波","浙江省杭州市拱墅区登云路268号","310011","http://www.china-zmc.com","俞祝军","0571－87213883","zmc3@163.com","47,484","0","5","0","5,264,006,116.35","0","0","848,542,502.09","855,345,883.57","807,488,234.89","7,057,671,336.78","6,186,443,055.7","1.79","1.79","1.81","0","16.7","0","16.84","0","0"
600217,秦岭水泥,"陕西秦岭水泥（集团）股份有限公司","于九洲","陕西省铜川市耀州区东郊","727100","www.qinling.com","刘福生","0919-6231630","qlc@vip.163.com","77,174","0","0","0","760,165,621.03","0","0","11,126,081.09","-15,172,176.75","-47,567,513.65","2,230,029,931.83","122,279,663.21","0.02","0.02","-0.02","0","9.54","0","-13.01","0","0"
600218,全柴动力,"安徽全柴动力股份有限公司","谢力","安徽省全椒县吴敬梓路788号","239500","http://www.quanchai.com.cn","徐明余","0550-5038369","qcxumy@163.com","31,239","0","0","0","2,712,056,155.54","0","0","18,713,529.99","-8,007,403.67","-6,578,124.9","2,428,732,307.2","1,032,570,393.07","0.07","0.07","-0.03","0","1.83","0","-0.78","0","0"
600219,南山铝业,"山东南山铝业股份有限公司","宋建波","山东省龙口市东江镇前宋村","265706","www.600219.com.cn","邢美敏","0535-8666352","xingmeimin@nanshan.com.cn","227,028","0","1.2","0","14,869,600,075.08","0","0","690,866,118.15","694,966,946.82","1,304,978,233.26","27,859,617,966.61","16,753,137,263.63","0.36","0.36","0.36","0","4.36","0","4.39","0","0"
600220,江苏阳光,"江苏阳光股份有限公司","陈丽芬","江苏省江阴市新桥镇马嘶桥","214426","http://www.sunshine.com.cn","徐伟民","0510-86121688","jsyg88@pub.wx.jsinfo.net","228,417","0","0","0","2,828,923,978.13","0","0","-1,361,482,812.58","-1,351,471,644.81","39,477,699.2","4,330,061,820.95","1,521,565,760.37","-0.76","-0.76","-0.76","0","-61.74","0","-61.29","0","0"
600221,海南航空,"海南航空股份有限公司","陈明","海南省海口市国兴大道7号海航大厦","570203","http://www.hnair.com","黄琪？","0898-66739961","qj_huang@hnair.com","194,979","0","1","10","28,867,585,000","0","0","1,927,787,000","1,113,909,000","10,195,911,000","92,719,144,000","23,797,573,000","0.4","0.4","0.23","0","11","0","6","0","0"
600222,太龙药业,"河南太龙药业股份有限公司","赵庆新","河南省郑州市高新技术产业开发区金梭路8号","450001","http://www.taloph.com","罗剑超","0371-67986158","ljc@taloph.com","63,795","0","0","0","1,089,130,607.38","0","0","20,198,640.19","15,365,175.05","87,445,902.55","1,569,435,594.05","625,364,775.55","0.05","0.05","0.04","0","3.28","0","2.5","0","0"
600223,鲁商置业,"鲁商置业股份有限公司","尹鹏","山东省博山经济开发区","250014","www.lshzy.com.cn","李璐","0531-66699999","600223Lszy@163.com","33,038","0","0","0","3,673,819,067.59","0","0","246,602,027.84","252,750,749.5","103,585,906.61","21,558,537,421.98","1,562,255,256.69","0.25","0.25","0.25","0","17.14","0","17.56","0","0"
600225,天津松江,"天津松江股份有限公司","张锦珠","天津华苑产业区海泰发展六道6号海泰绿色产业基地A座4－061室","300221","www.ciity.com.cn","詹鹏飞","022-58915818","songjiangzqb@sina.com","30,870","0","0","0","2,693,242,270.46","0","0","85,543,206.91","29,677,908.36","-421,222,273.11","10,755,085,253.51","1,218,960,844.43","0.14","0.14","0.05","0","7.27","0","2.52","0","0"
600226,升华拜克,"浙江升华拜克生物股份有限公司","张文骏","浙江省德清县钟管镇工业区","313220","http://www.biok.com","徐芬","0572-8402738","xufeng@biok.com","44,900","0","0.5","0","1,651,842,998.52","0","0","33,929,523.6","25,605,416.61","217,962,247.18","2,215,101,855.13","1,346,321,253.37","0.08","0.08","0.06","0","2.55","0","1.93","0","0"
600227,赤天化,"贵州赤天化股份有限公司","周俊生","贵州省贵阳市新添大道310号","564707","http://www.chth.com.cn","杨呈祥","0852-2878788","ycx@chth.cn","112,751","0","0.2","0","3,504,164,632.3","0","0","35,290,238.49","-92,367,956.63","592,122,978.77","8,197,143,792.94","3,454,586,250.03","0.04","0.04","-0.1","0","1.03","0","-2.69","0","0"
600228,昌九生化,"江西昌九生物化工股份有限公司","姚伟彪","江西省南昌市青山湖区尤氨路","330012","http://www.600228.net","张浩","0791-88504560","zhanghao1234cn@yahoo.com.cn","20,669","0","0","0","767,144,590.07","0","0","-144,683,291.22","-86,138,903.24","994,288.16","854,009,432.98","24,835,320.42","-0.6","-0.6","-0.36","0","-220.94","0","-131.54","0","0"
600229,青岛碱业,"青岛碱业股份有限公司","罗方辉","青岛市四流北路78号","266043","www.qdjy.com","邹怀基","0532-84822574","zhengq@qdjy.com","70,516","0","0","0","1,919,160,733.94","0","0","-255,288,795.39","-210,805,016.96","40,972,912.05","2,740,522,228.61","1,050,709,927","-0.65","-0.65","-0.53","0","-21.67","0","-17.89","0","0"
600230,沧州大化,"沧州大化股份有限公司","武洪才","沧州市运河区永济东路19号","061000","www.czdh.chemchina.com","金津","0317-3556143","czdhzqb@126.com","32,327","0","1.2","0","3,356,699,522.41","0","0","288,432,071.82","289,076,640.71","482,608,562.98","4,617,486,876.61","1,516,586,380.8","1.11","1.11","1.11","0","20.99","0","21.03","0","0"
600231,凌钢股份,"凌源钢铁股份有限公司","张振勇","辽宁省凌源市钢铁路3号","122500","http://www.lggf.com.cn","文广","0421-6838192","wen600231403@sohu.com","60,769","0","0.4","0","13,136,151,270.13","0","0","43,583,990.1","-335,444,890.42","2,399,754,188.81","13,101,515,702.84","3,818,773,699.6","0.05","0.05","-0.42","0","1.13","0","-8.69","0","0"
600232,金鹰股份,"浙江金鹰股份有限公司","傅国定","浙江省舟山市定海区小沙镇","316051 ","www.cn-goldeneagle.com","刘浩力","0580-8021228","hollywood212@hotmail.com","32,858","0","0.8","0","1,087,886,567.79","0","0","8,414,148.37","-7,183,074.6","65,683,212.81","1,923,313,087.94","1,196,914,723.52","0.02","0.02","-0.02","0","0.69","0","-0.59","0","0"
600233,大杨创世,"大连大杨创世股份有限公司","李桂莲","大连市杨树房经济开发小区","116600","http://www.trands.com","胡冬梅","0411-87555199","panlixiang@dayang.net","19,487","0","1.5","0","856,128,236.01","0","0","77,002,533.2","68,583,013.08","52,885,721.7","1,365,953,906.42","991,526,164.53","0.47","0.47","0.42","0","8.01","0","7.13","0","0"
600234,*ST天龙,"太原天龙集团股份有限公司","李同玉","太原市迎泽大街289号","030001","-","戴蓉","0351-4040922","rong4506@163.com","12,468","0","0","0","24,883,377.65","0","0","-48,370,943.7","-43,000,770.86","1,731,123.21","397,730,663.41","-127,232,908.97","-0.24","-0.24","-0.21","0","0","0","0","0","0"
600235,民丰特纸,"民丰特种纸股份有限公司","吴立东","浙江省嘉兴市?里街70号","314000","http://www.minfenggroup.com","姚名欢","0573-82812992","dsh@mfspchina.com","19,539","0","0","0","1,268,056,943.02","0","0","15,973,134.44","9,882,217.84","225,127,189.31","2,049,853,409.01","952,151,779.98","0.06","0.06","0.04","0","1.66","0","1.03","0","0"
600236,桂冠电力,"广西桂冠电力股份有限公司","蔡哲夫","南宁市青秀区民族大道126号","530029","http://www.ggep.com.cn","张云","0771-6118880","zhangyun@ggep.com.cn","79,603","0","0.4","0","5,198,176,138.75","0","0","286,630,763.93","263,618,684.95","2,055,279,779.05","21,771,840,833.55","3,332,965,535.15","0.13","0.13","0.12","0","8.89","0","8.18","0","0"
600237,铜峰电子,"安徽铜峰电子股份有限公司","王晓云","安徽省铜陵市石城大道中段978号","244000","http：//www.tong-feng.com","徐文焕","0562-2819178","600237@tong-feng.com","44,298","0","0.2","0","651,741,503.86","0","0","24,808,967.14","5,455,753.02","-49,436,238.68","1,547,214,046.14","787,826,694.72","0.06","0.06","0.01","0","3.2","0","0.7","0","0"
600238,海南椰岛,"海南椰岛（集团）股份有限公司","雷立","海南省海口市龙昆北路13-1号","570105","www.yedao.com","李勇","0898-66532987","yedaohainan@163.com","37,045","0","0","0","1,258,763,086.2","0","0","158,299,939.42","47,004,511.47","172,724,549.42","1,669,325,931.87","821,168,596.77","0.35","0.35","0.1","0","21.35","0","6.34","0","0"
600239,云南城投,"云南城投置业股份有限公司","刘猛","云南省昆明市民航路400号","650200","http://www.ynctzy.com","石渝平","0871－67199767","ynctzy@163.com","49,175","0","0.8","0","354,451,122.95","0","0","218,246,749.63","-80,890,498.57","-1,804,616,269.2","22,226,195,615.51","3,575,532,574.97","0.27","0.27","-0.1","0","6.27","0","-2.32","0","0"
600240,华业地产,"北京华业地产股份有限公司","徐红","北京市朝阳区东四环中路39号A座16层","100025","www.huayedc.com","赵双燕","010-85710735","zhaosy@huayedc.com","50,028","0","0","0","1,565,162,847.88","0","0","230,976,066.15","227,659,339.78","730,989,834.77","10,162,402,964.72","3,040,572,832.05","0.16","0.16","0.16","0","7.86","0","7.75","0","0"
600241,时代万恒,"辽宁时代万恒股份有限公司","王忠岩","大连市中山区港湾街7号","116001","www.shidaiwanheng.com","蒋明","0411-82357777-699","600241@shidaiwanheng.com","12,343","0","0.25","0","1,576,511,978.19","0","0","12,540,450.27","12,280,290.86","204,163,562.62","1,339,011,538.6","516,897,254.64","0.07","0.07","0.07","0","2.46","0","2.4","0","0"
600242,中昌海运,"中昌海运股份有限公司","周健民","广东省阳江市江城区安宁路富华小区 A7（7-8 层)","529500","www.zchy.net.cn","谢晶","0662-3229088","a600242@163.com","26,518","0","0","0","529,726,331.56","0","0","2,712,632.21","-88,652,518.66","354,400,906.91","2,481,270,030.35","349,191,146.89","0.01","0.01","-0.32","0","0.78","0","-25.49","0","0"
600243,青海华鼎,"青海华鼎实业股份有限公司","于世光","青海省西宁市七一路318 号","810000","www.qhhdsy.com","刘文忠","0971-7111668","liuwzhd@21cn.com","39,807","0","0","0","1,140,039,773.15","0","0","-48,054,423.73","-72,046,406.37","28,727,210.96","2,059,359,416.98","725,739,355.95","-0.2","-0.2","-0.3","0","-6.36","0","-9.53","0","0"
600246,万通地产,"北京万通地产股份有限公司","许立","北京市海淀区丹棱街16号海兴大厦B座8233房","100020","www.vantone.com","程晓？","010-59070788","chengxiaoxi@vantone.com","95,847","0","1.3","0","4,070,526,092","0","0","374,845,287","204,814,631","555,622,411","10,746,006,948","3,522,907,709","0.31","0.31","0.17","0","10.96","0","5.99","0","0"
600247,成城股份,"吉林成城集团股份有限公司","徐才江","吉林市怀德街29号","100025","-","韩海霞","010-59696016","gthanhx@126.com","55,939","0","0","0","352,544,249.79","0","0","22,593,985.76","-17,210,480.34","-113,375,938","903,412,487.06","520,194,878.12","0.07","0.07","-0.05","0","4.44","0","-3.38","0","0"
600248,延长化建,"陕西延长石油化建股份有限公司","张恺？","陕西省杨凌农业高新技术产业示范区西农路6号","712100","www.ycpcec.com","赵永宏","029-87016795","zhaoyonghong@vip.sina.com","26,088","0","0","0","4,495,061,960.69","0","0","155,468,776.13","153,716,306.06","262,981,144.57","3,926,608,424.29","1,082,041,956.56","0.36","0.36","0.36","0","16.01","0","15.86","0","0"
600249,两面针,"柳州两面针股份有限公司","钟春彬","广西柳州市长风路2号","545006","www.lmz.com.cn","莫善军","0772-2506159","lmzstock@lmz.com.cn","70,964","0","0.5","0","1,227,615,498.31","0","0","13,991,951.87","-82,768,164.03","-98,634,715.41","3,242,339,826","1,941,097,265.09","0.03","0.03","-0.18","0","0.74","0","-4.36","0","0"
600250,南纺股份,"南京纺织品进出口股份有限公司","夏淑萍","南京市鼓楼区云南北路77号","210009","http://www.nantex.com.cn","冉芳","025-83331634","ranfang@nantex.com.cn","12,965","0","0","0","4,453,605,010.22","0","0","17,501,585.67","-91,140,583.03","-203,572,582.9","2,966,032,092.49","293,237,002.57","0.07","0.07","-0.35","0","7.15","0","-37.24","0","0"
600251,冠农股份,"新疆冠农果茸集团股份有限公司","刘德明","新疆库尔勒团结南路冠农天府库尔勒工业园","841000","http://www.gngf.cn","金建霞","0996-2113386","jinjianxia@163.com","37,646","0","2.1","0","1,071,649,556.41","0","0","249,166,258.06","244,363,481.2","149,296,448.58","2,816,279,955.8","1,172,866,224.89","0.69","0.69","0.67","0","22.6","0","22.16","0","0"
600252,中恒集团,"广西梧州中恒集团股份有限公司","许淑清","广西梧州工业园区工业大道1 号第1 幢","543000","http://www.wz-zhongheng.com","许淑清","0774-3939128","pwm680@tom.com","94,996","0","2","0","1,945,718,453.21","850,517,969.21","829,490,171.15","713,326,850.12","420,857,075.32","906,427,707.1","4,657,412,988.47","3,241,451,511.43","0.65","0.65","0.38","0","30.98","0","19.52","0.83","2.97"
600253,天方药业,"河南天方药业股份有限公司","年大明","河南省驻马店市光明路2号","463000","www.topfond.com","刘宁宇","0396-3823517","stock@topfond.com","36,096","0","0.3","0","3,235,757,981.13","0","0","41,927,569.34","17,218,796.33","10,382,986.95","3,915,289,607.99","875,718,096.77","0.1","0.1","0.04","0","4.9","0","2.01","0","0"
600255,鑫科材料,"安徽鑫科新材料股份有限公司","周瑞庭","安徽省芜湖市经济技术开发区珠江路3号","241006","http://www.ahxinke.com","庄明福","0553-5840468","zhuangmf@ahxinke.com","77,806","0","0","0","3,921,007,906.89","0","0","10,269,730.78","-26,792,508.04","-118,033,932.75","2,400,456,177.59","1,186,389,487.88","0.02","0.02","-0.06","0","0.87","0","-2.26","0","0"
600256,广汇能源,"广汇能源股份有限公司","尚继强","新疆维吾尔自治区乌鲁木齐经济技术开发区上海路16号","830002","http://www.xjguanghui.com","倪娟","（0991）2365211","nijuan@xjghjt.com","61,366","3","0.5","2","3,715,235,901.65","0","0","964,003,224.75","498,863,887.69","407,492,566.31","23,212,326,665.03","8,098,795,124.81","0.28","0.28","0.14","0","12.96","0","6.7","0","0"
600257,大湖股份,"大湖水殖股份有限公司","罗订坤","湖南省常德市洞庭大道西段388号","415000","http:// www.dhszgf.com","杨明","0736-7252796","ymdtsz@163.com","53,698","0","0.1","0","575,317,011","0","0","15,711,518.41","15,557,284.03","22,630,979.71","1,298,900,970.71","618,677,236.18","0.04","0.04","0.04","0","2.57","0","2.55","0","0"
600258,首旅酒店,"北京首都旅游股份有限公司","张润钢","北京市西城区复兴门内大街51号","100031","www.bct2000.com","段中鹏","（010）66014466-2446","dzpxx@sohu.com","31,363","0","2.5","0","3,040,758,122.32","0","0","112,380,442.95","117,019,990.99","337,082,095.92","2,255,545,774.28","1,008,704,762.23","0.49","0","0.51","0","10.98","0","11.81","0","0"
600259,广晟有色,"广晟有色金属股份有限公司","叶列理","海口市滨海大道103号财富广场16层C单元","510501","www.gsysgf.com","李明","020-87647597","gsys87226381@163.com","54,457","0","0","0","2,380,506,689.32","0","0","60,418,289.8","41,148,634.38","10,477,052.42","2,513,418,138.96","531,835,558.53","0.24","0.24","0.16","0","12.05","0","8.21","0","0"
600260,凯乐科技,"湖北凯乐科技股份有限公司","朱弟雄","湖北省公安县","434300","http://www.cnkaile.com","陈杰","027-87250890","chenjie@cnkaile.com","64,364","0","0","0","2,483,734,496.46","0","0","189,529,366.69","189,219,881.94","197,781,270.62","5,291,808,990.88","1,684,084,097.46","0.36","0.36","0.36","0","11.93","0","11.91","0","0"
600261,阳光照明,"浙江阳光照明电器集团股份有限公司","陈森洁","浙江省上虞市凤山路485号","312300","www.yankon.com","赵芳华","0575-82027721","zhaofh@ yankon.com","19,295","0","1.2","0","2,592,852,992.61","0","0","210,177,283.08","179,740,241.99","187,389,449.63","4,091,163,477.85","2,350,316,207.72","0.33","0.33","0.28","0","10.24","0","8.76","0","0"
600262,北方股份,"内蒙古北方重型汽车股份有限公司","李建平","内蒙古包头稀土高新技术产业开发区","014030","http://www.chinanhl.com","常德明","0472-2642210","cdm@chinanhl.com","16,993","0","3","0","2,554,108,883.88","0","0","168,767,881.22","124,793,842.32","261,179,775.69","3,490,177,500.05","1,032,712,804.21","0.99","0.99","0.73","0","17.58","0","13","0","0"
600263,路桥建设,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600265,*ST景谷,"云南景谷林业股份有限公司","杨松宇","云南省景谷傣族彝族自治县振兴路83号","666400","www.jgly.cn","邱海涛","0879-5226502","qiuhaitao@jgly.cn","14,625","0","0","0","120,931,224.59","0","0","-107,189,874.15","-107,347,464.61","-31,686,889.72","495,482,000.15","41,763,763.14","-0.83","-0.83","-0.83","0","-112.41","0","-112.57","0","0"
600266,北京城建,"北京城建投资发展股份有限公司","徐贱云","北京市海淀区大柳树富海中心2号楼20层","100029","www.bucid.com","张财广","（010）82275538","zhangcg@bucid.com","45,325","0","3.7","0","6,683,980,314.36","0","0","1,094,868,120.63","1,006,980,840.98","1,393,297,626.94","30,008,907,812.25","7,522,939,065.61","1.23","1.23","1.13","0","15.44","0","14.21","0","0"
600267,海正药业,"浙江海正药业股份有限公司","白骅","浙江省台州市椒江区外沙路46号","318000","http://www.hisunpharm.com","张薇","0571-85278141、0576-88827809","stock600267@hisunpharm.com","18,275","0","1.1","0","5,801,766,062.23","0","0","301,289,979.25","240,679,797.07","375,746,180.03","10,569,091,655.62","4,685,960,725.5","0.36","0.36","0.29","0","6.58","0","5.26","0","0"
600268,国电南自,"国电南京自动化股份有限公司","王日文","江苏省南京市江宁开发区菲尼克斯路11号","210032","http://www.sac-china.com","彭刚平","025-83410173；025-83537368","s-dept@sac-china.com","35,841","0","1","0","4,147,229,515.67","0","0","146,048,394.22","-34,523,031","10,754,635.88","8,674,399,009.34","2,406,262,733.48","0.23","0.23","-0.05","0","6.18","0","-1.46","0","0"
600269,赣粤高速,"江西赣粤高速公路股份有限公司","黄铮","南昌市高新技术开发区火炬大街199号赣能大厦","330025","http://www.600269.cn","熊长水","0791-86539322","xcs@600269.cn","145,243","0","1.51","0","3,557,665,305.41","0","0","1,169,640,719.31","865,764,162.93","1,931,393,382.51","25,633,843,391.62","10,976,083,724.29","0.5","0.5","0.37","0","11.21","0","8.3","0","0"
600270,外运发展,"中外运空运发展股份有限公司","张建卫","北京市顺义区天竺空港工业区A区天柱路20号","101312","www.sinoair.com","王晓征","8610-80418928","stock@sinoair.com","52,401","0","2","0","3,946,506,735.5","0","0","567,203,311.31","674,990,400","-57,308,744.92","6,003,912,891.32","5,256,517,943.5","0.63","0","0.75","0","11.26","0","13.4","0","0"
600271,航天信息,"航天信息股份有限公司","于滨","北京市海淀区杏石口路甲18号","100195","http://www.aisino.com","王毓敏","010-88896051","wym@aisino.com","51,548","0","4.3","0","14,525,305,764.8","0","0","1,017,996,074.98","1,004,606,446.25","1,217,499,881.3","8,199,108,901.11","5,414,146,513.06","1.1","1.1","1.09","0","20.08","0","19.81","0","0"
600272,开开实业,"上海开开实业股份有限公司","盛佩英","上海市万航渡路888号","200041","www.chinesekk.com","刘光靓","86-21-62712138","dm@chinesekk.com","41,694","0","0.2","0","818,017,338.69","0","0","60,837,295.39","61,976,670.62","23,232,651.27","975,087,869.47","342,890,209.93","0.25","0.25","0.26","0","16.22","0","16.52","0","0"
600273,华芳纺织,"华芳纺织股份有限公司","戴云达","张家港市塘桥镇人民南路1号","215600","-","赵江波","0512-58438222","zqb@hfang.com.cn","38,968","0","0.2","0","1,438,352,194.23","0","0","15,336,539.57","-112,292,887.71","241,898,241.35","1,447,923,045.86","599,136,821.56","0.05","0.05","-0.36","0","2.59","0","-18.99","0","0"
600275,武昌鱼,"湖北武昌鱼股份有限公司","高士庆","湖北省鄂州市洋澜路中段东侧第三幢第四层","436000","http://www.wuchangyu.com.cn","许轼","0711-3200330   010-84094197","wuchangyu@263.net","31,978","0","0","0","13,101,569.68","0","0","5,117,053.41","-22,649,144.48","-19,292,382.31","345,506,602.69","253,423,343.15","0.01","0.01","-0.04","0","2.15","0","-9.5","0","0"
600276,恒瑞医药,"江苏恒瑞医药股份有限公司","孙飘扬","连云港市经济技术开发区黄河路38号","222000","http://www.hrs.com.cn","戴洪斌","0518-85469805","600276@ hrs.com.cn","18,134","1","0.8","0","5,435,067,561.2","0","0","1,077,384,764","1,042,844,635.19","958,368,891.73","5,892,509,211.52","5,214,101,607.27","0.87","0.87","0.84","0","22.91","0","22.18","0","0"
600277,亿利能源,"内蒙古亿利能源股份有限公司","尹成国","内蒙古鄂尔多斯市东胜区鄂尔多斯西街30号","100031","http://www.elion.cn","王俊明","010-56632451","yljdwjm@126.com","37,992","0","0.5","0","11,051,586,121.3","0","0","211,841,244.81","192,308,953.56","260,695,175.75","18,965,295,741.88","5,654,264,521.95","0.14","0.14","0.13","0","3.81","0","3.46","0","0"
600278,东方创业,"东方国际创业股份有限公司","蔡鸿生","上海市浦东大道1476号","200336","www.oie.com.cn","黄大瑜","62789999","oiehq@oie.com.cn","25,074","0","1","0","14,114,259,562.24","0","0","154,016,434.91","98,917,251.63","208,835,142.6","5,235,160,803.3","2,584,666,350.93","0.29","0.29","0.19","0","6.18","0","3.97","0","0"
600279,重庆港九,"重庆港九股份有限公司","孙万发","重庆市九龙坡区盘龙镇盘龙五村113-13号","400025","http://www.cqgj.com.cn","张强","023-63100879","zhangqiang921@sina.com","34,765","0","0","0","1,464,492,998.71","0","0","65,338,678.4","21,498,788.66","67,943,830.82","5,025,797,151.39","2,047,747,307.14","0.19","0.19","0.06","0","3.4","0","1.12","0","0"
600280,中央商场,"南京中央商场（集团）股份有限公司","祝义材","南京市白下区中山南路79号","210041","www.njzysc.com","陈新生","025?66008061","chenxs_nj@sina.com","2,800","0","1.6","10","6,027,834,658.53","0","0","58,036,456.13","55,816,717.54","-303,114,178.09","8,696,929,155.78","783,153,229.44","0.4","0.4","0.39","0","8.12","0","7.81","0","0"
600281,太化股份,"太原化工股份有限公司","邢亚东","山西省太原市学府西街高科技园区长治路工西三条2号","030021","http://www.thgf.cn","郭枭","0351-5638016","guoxiao1960@163.com","23,470","0","0","0","4,011,281,663.6","0","0","18,730,883.92","-54,688,103.71","-18,358,750.96","3,496,990,209.84","954,952,116.71","0.04","0.04","-0.11","0","2.06","0","-6.01","0","0"
600282,南钢股份,"南京钢铁股份有限公司","杨思明","江苏省南京市六合区卸甲甸","210035","www.600282.net","徐林","025-57072073","nggf@600282.net","114,483","0","0","0","32,032,052,246.61","0","0","-561,325,793.68","-1,049,723,308.08","1,980,267,141.34","34,218,181,454.96","8,791,781,764.04","-0.14","-0.14","-0.27","0","-6.07","0","-11.34","0","0"
600283,钱江水利,"钱江水利开发股份有限公司","何中辉","浙江省杭州市三台山路3号","310013","http://www.qjwater.com.cn","吴天石","0571-87974399","wts@qjwater.com.cn","44,979","0","1","0","678,289,512.61","0","0","18,230,328.9","5,224,640.9","83,890,815.83","3,334,436,190.56","928,199,589.01","0.06","0.06","0.02","0","1.91","0","0.55","0","0"
600284,浦东建设,"上海浦东路桥建设股份有限公司","葛培健","上海市浦东新区佳林路1028号","200120","www.pdjs.com.cn","颜立群","021-58206677-226","yanlq@pdjs.com.cn","52,313","0","1.56","0","1,208,119,174.87","0","0","359,127,502.18","332,461,228.46","13,525,657.86","13,169,406,055.64","2,901,215,624.92","0.72","0.72","0.67","0","13.11","0","12.14","0","0"
600285,羚锐制药,"河南羚锐制药股份有限公司","熊维政","河南省新县向阳路232号","465550","http://www.lingrui.com","吴希振","0376-2973569","wxz@lingrui.com","35,489","0","1","5","562,700,777.39","0","0","42,453,610.02","30,424,209","15,434,351.86","1,294,324,215.27","679,254,689.69","0.21","0.21","0.15","0","6.26","0","4.49","0","0"
600286,S*ST国瓷,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
600287,江苏舜天,"江苏舜天股份有限公司","黄旭芒","南京市雨花台区软件大道21号","210012","www.saintycorp.com","陈浩杰","025-52875628","ir@saintycorp.com","32,523","0","0.4","0","5,732,116,112.89","0","0","19,727,798","2,886,894.91","-211,833,497.39","4,367,906,618.37","865,605,128.97","0.05","0","0.01","0","2.28","0","0.33","0","0"
600288,大恒科技,"大恒新纪元科技股份有限公司","张家林","北京市海淀区苏州街3 号大恒科技大厦北座13 层","100080","http://www.dhxjy.com.cn","严宏深","010-82827855","600288＠dhkj.sina.net","56,468","0","0.5","0","3,829,461,905.1","0","0","72,894,198.2","68,405,561.15","52,364,242.57","3,215,733,714.79","1,392,598,661.87","0.17","0.17","0.16","0","5.29","0","4.96","0","0"
